institution,city,address,course,district,telephone,email
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,שמאות רכוש 8144,חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,שמלות כלה וערב-עיצוב-פיתוח ותפירה (5140),חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,תוכן שיווקי ופרסומי בדיגיטל - 8153,חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,תכנות בשפת JAVA - מגמה 3360,חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,תכנות ופיתוח אפליקציות 3381) WEB/WINDOWS),חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,תמיכה תפעולית HELP DESK - מגמה 3496,חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,תפירה בסיסית - מוצרי טקסטיל- ביגוד ובית,חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה,חיפה,שד אבא חושי 991,תפירה בסיסית-מוצרי טקסטיל ביגוד ובית מגמה 1558,חיפה והצפון,48240439,sbennon@univ.haifa.ac.il
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,אופיס,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,יסודות בעיצוב גרפי,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,יסודות פרי הנד ופוטושופ,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,מורה דרך,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,מורי דרך מוסמכים,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,מורשה נגישות השירות,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,מינהל מלונאי בכיר,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,מינהל מלונאי בכיר שלב א'+ב'+ג',חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,סוכן נסיעות,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,עתונאות,חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,פקידים מורשים (סוכני נסיעות),חיפה והצפון,8240366,
אוניברסיטת חיפה מנהלת היחידה ללמודי המשך,חיפה,הר הכרמל 50913,שדרנות וקריינות,חיפה והצפון,8240366,
"אוניברסיטת תל-אביב- בי""ס להנדסטאים",תל אביב - יפו,חיים לבנון 03 רמת אביב,תחזוקת מחשבים אישיים וניהול רשתות תקשורת,תל אביב והמרכז,,
"אופז סחר עד בע""מ",רחובות,רח' המורן 5,בניית ציפורניים,תל אביב והמרכז,08-9318103,opaz@012.net.il
"אופז סחר עד בע""מ",רחובות,רח' המורן 5,בניית ציפורניים 626,תל אביב והמרכז,08-9318103,opaz@012.net.il
"אופז סחר עד בע""מ",רחובות,רח' המורן 5,טיפול וטיפוח כף היד והרגל מגמה 645,תל אביב והמרכז,08-9318103,opaz@012.net.il
"אופז סחר עד בע""מ",רחובות,רח' המורן 5,מניקור פדיקור(627),תל אביב והמרכז,08-9318103,opaz@012.net.il
"אופז סחר עד בע""מ",רחובות,רח' המורן 5,פדיקור מניקור,תל אביב והמרכז,08-9318103,opaz@012.net.il
"אופטיסור בע""מ",רחובות,"רח' המדע 8, פארק המדע ויצמן",בדיקות תוכנה- בסיסי 3512,תל אביב והמרכז,,
"אופטיסור בע""מ",רחובות,"רח' המדע 8, פארק המדע ויצמן",תכנות בשפת JAVA - מגמה 3360,תל אביב והמרכז,,
אופלני פלוטו-פיינגולד גד,תל אביב - יפו,לבנדה 54,הפקה מוזיקלית 5127)  EMP),תל אביב והמרכז,544339558,nitzan@plutostudios.com
אופלני פלוטו-פיינגולד גד,תל אביב - יפו,לבנדה 54,הפקה מוזיקלית BSP מגמה 5121,תל אביב והמרכז,544339558,nitzan@plutostudios.com
אופלני פלוטו-פיינגולד גד,תל אביב - יפו,לבנדה 54,עיצוב קול (סאונד),תל אביב והמרכז,544339558,nitzan@plutostudios.com
אופן-בית ספר לנהיגה,חיפה,"מפרץ חיפה, אדיסון 31",נהיגה מעשית על רכב משא 03 ומעלה,חיפה והצפון,,
אופק- בית ספר לשייט,אשדוד,הדולפין 81/21 מיקוד  04477,הסמכת משיטים להשטת כלי שייט קטנים,מחוז ירושלים,,
אופק- בית ספר לשייט,אשדוד,הדולפין 81/21 מיקוד  04477,שייט,מחוז ירושלים,,
"אופקים- שיווק ישיר לתיירות בע""מ",תל אביב - יפו,רח' אידלסון 5,מלווה קבוצות,תל אביב והמרכז,,
אוקוביץ אורלית,חיפה,שד' הנשיא 821,בניית ציפורניים,חיפה והצפון,,
אור ירוק,ירושלים,דרך חברון 421,נהיגה מעשית על אוטובוס,מחוז ירושלים,773234451,oryarokdriving@gmail.com
אור ירוק,ירושלים,דרך חברון 421,נהיגה מעשית על רכב משא 03 ומעלה,מחוז ירושלים,773234451,oryarokdriving@gmail.com
אור ירוק,ירושלים,דרך חברון 421,נהיגה מעשית על רכב משאc1 ומעלה,מחוז ירושלים,773234451,oryarokdriving@gmail.com
אור- בית ספר לנהיגה,אילת,קניון העיר חנות 52,נהיגה מעשית על רכב משא (03),באר שבע והדרום,,
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,אפייה BAKERY,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,בישול A LA CARTE  למסעדות,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,בישול למסעדות ALACARTE מגמה 5137,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות בתעשיה מגמה 1367,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות לבתי קפה  מגמה 1618,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות סוג - 5 (שף),תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות סוג 1,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות סוג 2,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות סוג 3,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,טבחות סוג 4,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,קונדיטאות ואפייה,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט -דן גורמה - שותפות מוגבלת,תל אביב - יפו,נס לגויים 35,קונדיטאות משולב תעשיה מגמה 1383,תל אביב והמרכז,03-6829147,dubi.rakia@dangourmet.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,בדיקות תוכנה- בסיסי 3512,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,בודק שכר מוסמך (8061),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,בודק שכר מוסמך (השתלמות מעשית-רואה חשבון)8093,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,בודק שכר מוסמך - רואה חשבון(8093),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,בקרים מתוכנתים-עידכון טכנולוגי,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,גרפיקה ממוחשבת לדפוס,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,הכנה ליציאה לעולם העבודה והתנהגות כלכלית-בשביל העת,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,הנהלת חשבונות - סוג 3,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשב שכר (8080),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשבונאות מעשית-מנהל חשבונות בכיר  (8163),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמל מעשי תלת פאזי מגמה 3827,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מוסמך,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מוסמך (לבעלי רקע),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,"חשמלאי מוסמך (למדופלמי מה""ט)",חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,"חשמלאי מוסמך (למדופלמי מה""ט) מגמה 4855",חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מוסמך (מקוצר),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מוסמך (מקוצר) 1472,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מוסמך (רצף ממעשי),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מוסמך מקוצר,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,"חשמלאי מוסמך-השלמה למה""ט (אלקט' ומכשור ובקרה)",חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,"חשמלאי מוסמך-השלמה למה""ט(מכטרוניקה)",חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי מתח גבוה (מסוייג),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי ראשי,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי ראשי (1422),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי ראשי (מסלול ארוך),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,חשמלאי ראשי (מסלול ארוך)(2582),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,יבוא יצוא וסחר בין לאומי - מגמה 8084,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,יבוא יצוא וסחר בינלאומי,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מבצע גרפי (516),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מבצע גרפי לתוכנות גרפיות מתקדמות מגמה 562,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מורשה לנגישות מבנים- תשתיות וסביבה מגמה 4907,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מורשי נגישות מבנים- תשתיות וסביבה,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מזכירות רפואית,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מזכירות רפואית(804),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל חשבונות 1+2 וחשבי שכר,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל חשבונות סוג 2-1 - בסיסי ומתקדם,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל/ת חשבונות 2+1(בסיסי+ מתקדם)וחשב שכר (8132),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל/ת חשבונות סוג 1+2 (בסיסי+מתקדם) (8071),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל/ת חשבונות סוג 1+2 בכיר,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל/ת חשבונות סוג 1+2 בכיר (8162),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל/ת חשבונות סוג 3 ראשי (8033),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,מנהל/ת חשבונות סוג 3-ראשי (8033),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול ושיווק מדיה חברתית (8150),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול לוגיסטיקה ושרשרת אספקה מגמה 8119,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול מלאי ורכש (8114),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול מסחר אלקטרוני  מגמה 8158,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול סחר אלקטרוני מגמה 8158,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול קמפיינים ממומנים (PPC) מגמה 8151,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,ניהול רשתות תקשורת ותשתיות ענן- מגמה 3513,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,עיצוב גרפי מקוון,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,עיצוב גרפי מקוון 572,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,שמאות רכוש 8144,חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט בראודה,כרמיאל,רח' הסנונית 15 ת.ד. 87,תחזוקה ותיקון מכשירי סלולאר וסמארטפונים(3443),חיפה והצפון,547979935,litaln@braude.ort.org.il
אורט יד שפירא,תל אביב - יפו,רח' נס לגויים 35,אוטוטרוניקה,תל אביב והמרכז,,
אורט יד שפירא,תל אביב - יפו,רח' נס לגויים 35,הנהלת חשבונות 1-2-3,תל אביב והמרכז,,
אורט יד שפירא,תל אביב - יפו,רח' נס לגויים 35,חשמלאי מוסמך תאורה,תל אביב והמרכז,,
אורט יד שפירא,תל אביב - יפו,רח' נס לגויים 35,פקידות מזכירות סוג 1-2,תל אביב והמרכז,,
אורט ישראל,ירושלים,הנביאים 24,גרפיקה ממוחשבת ועיצוב אתרי אינטרנט,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,גרפיקה ממוחשבת לדפוס,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמל מוסמך לבעלי רקע,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמל ראשי (מגמה 2582),מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמלאי מוסמך,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמלאי מוסמך (מקוצר),מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,"חשמלאי מוסמך - השלמה למה""ט (מכטרוניקה)",מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,"חשמלאי מוסמך-השלמה למה""ט (אלקט' ומכשור ובקרה)",מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמלאי ראשי,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמלאי ראשי (מסלול ארוך),מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,חשמלאי ראשי - רצף ממוסמך (מגמה 2971),מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,יסודות בעיצוב אתרי אינטרנט,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,מבצע גרפי לתוכנות גרפיות מתקדמות מגמה 562,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,מורשי נגישות מבנים- תשתיות וסביבה,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,מנהל עבודה בבניין 273,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,מנהל עבודה בבנין תלת שלבי לבעלי רקע - 260,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,מנהלי עבודה כללי לבניין,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
אורט ישראל,ירושלים,הנביאים 24,עיצוב גרפי-הכנת תיק עבודות,מחוז ירושלים,6201920,hadasi@admin.ort.org.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,בקרים מתוכנתים-עידכון טכנולוגי,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,גרפיקה ממוחשבת לדפוס,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,גרפיקה ממוחשבת לדפוס,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,הנהלת חשבונות - סוג 3,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,הנהלת חשבונות 1-2,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,הנהלת חשבונות 1-2-3,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,הנהלת חשבונות 3,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,הנהלת חשבונות סוג 1+2 (8071),חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,הנהלת חשבונות סוג 3,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,חשמל מוסמך - מסלול מקוצר,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,חשמלאי מוסמך (לבעלי רקע),חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,חשמלאי מתח גבוה,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,יסודות בעיצוב אתרי אינטרנט,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,מזכירות רפואית,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,מנהל חשבונות סוג  - 2 מתקדם,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,מנהל חשבונות סוג -1 בסיסי,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,מנהל חשבונות סוג 2-1 - בסיסי ומתקדם,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,עיצוב יישומי,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,תחזוקת מחשבים אישיים,חיפה והצפון,9901979,innak@braude.ac.il
"אורט ישראל חל""צ",כרמיאל,ת.ד. 87,תחזוקת רשתות תקשורת,חיפה והצפון,9901979,innak@braude.ac.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,MCITP,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,WEBDESIGNER,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,גרפיקה ממוחשבת ועיצוב אתרי אינטרנט,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,גרפיקה ממוחשבת ועיצוב אתרי אינטרנט,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,גרפיקה ממוחשבת לדפוס,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,גרפיקה ממוחשבת לדפוס,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,הנדסת תוכנה,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,הנהלת חשבונות 1-2,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,הנהלת חשבונות 1-2-3,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,הנהלת חשבונות 3,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,חשמלאי מוסמך,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,חשמלאי מוסמך (מקוצר) 1472,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,חשמלאי מוסמך מקוצר,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,יסודות בעיצוב אתרי אינטרנט,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,יסודות בעיצוב אתרי אינטרנט,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,מזכירות רפואית,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,מזכירות רפואית,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,מנהל עבודה בבניין ובנייה הנדסית (283),מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,מפתח מערכות,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,ניהול אתרי אינטרנט - WEB MASTER,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,ניהול מערכות משרדיות,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,עיצוב גרפי - הכנת תיק עבודות,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,עיצוב גרפי ממוחשב,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,עיצוב גרפי-הכנת תיק עבודות,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,עיצוב יישומי,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,פקידות מזכירות סוג 1-2,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט נביאים ירושלים,ירושלים,הנביאים 24,פקידות מזכירות סוג 2,מחוז ירושלים,26201920,HadasI@admin.ort.org.il
אורט קריירה ק. גת,קרית גת,הברוש 34,הנהלת חשבונות 1-2,מחוז ירושלים,,
אורט קריירה ק. גת,קרית גת,הברוש 34,הנהלת חשבונות 1-2-3,מחוז ירושלים,,
אורט קריירה ק. גת,קרית גת,הברוש 34,הנהלת חשבונות 3,מחוז ירושלים,,
אורט קריירה ק. גת,קרית גת,הברוש 34,חשמלאי מוסמך,מחוז ירושלים,,
אורט קריירה ק. גת,קרית גת,הברוש 34,ניהול מערכות משרדיות,מחוז ירושלים,,
